year,country_id,country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,youtube_url_studio,start
2012,dk,Denmark,Soluna Samay,Should've Known Better,23,1.0,15.0,13.0,23.0,21.0,9.0,63.0,,,,,Chief 1;Isam Bachiri;Remee,Chief 1,"Should've known better\nNow I miss you like Sahara misses rain\nChanging like the weather\nMaybe it's true, maybe you're not gonna change\n\nI feel like you have two homes\nYet I feel you are homeless\nWhere we live I feel like a stranger\nWhen you home I feel even stranger\n\nI live in no man's land\nWith no way home, like you don't understand\n‘Cause you so here, you so there, not really anywhere\nShe said...\n\nShould've known better\nNow I miss you like Sahara misses rain\nChanging like the weather\nMaybe it's true, maybe you're not gonna change\n\nFeels like I'm always living out of my suitcase\nWhat about all the years in between\nJust trying to find my place\n\nI live in no man's land\nWith no way home, like you don't understand\n‘Cause you so here, you so there, not really anywhere\nShe said: shout Insha'Allah, shout Insha'Allah, shout Insha'Allah\nShe said: shout Insha'Allah, shout Insha'Allah, shout Insha'Allah\n\nWe could've written words on a mountain high\nReminding ourselves to keep climbing, right\nSometimes we have to lose\nA part of us to find the truth\n\nNothing more beautiful than the way\nYou used to breathe me into your lungs and soul\nSometimes we have to say: ""I'm sorry, I can't stay""\n\nShould've known better\nNow I miss you like Sahara misses rain\nChanging like the weather\nMaybe it's true, maybe it's true\n\n(Shout Insha'Allah, shout Insha'Allah, shout Insha'Allah)\nOh, should've known better\nNow I miss you like Sahara misses rain\n(Shout Insha'Allah, shout Insha'Allah, shout Insha'Allah)\nChanging like the weather\nMaybe it's true, maybe we're not gonna change\n\nShould've known better\nShould've known better",https://youtube.com/watch?v=U5X2r_t-KBk,https://www.youtube.com/watch?v=YKWvUEY8pPA,00:00:45
2012,hu,Hungary,Compact Disco,Sound Of Our Hearts,24,1.0,2.0,15.0,24.0,19.0,10.0,52.0,,,,,Attila Sándor;Behnam Lotfi;Csaba Walkó;Gábor Pál,,"The whole big world is just one place\nYou can say it's all the same\nYou may feel hatreds it sows\nWe can show it's no way to go\n\nThis is the sound of our hearts, if you listen\nThis is a zeal from above and it can say it all\nThis is a fever they can't take away\nThis is the sound of... the sound of... the sound of our hearts\n\nThe sound of our hearts\nThe sound of our hearts\n\nHarmony can be achieved\nJust find some way to get connected\nDifferences may not be wrong\nThey enrich the things that we know\n\nDifferent faiths, different views\nAll we can do is to turn them in key\n\nThis is the sound of our hearts, if you listen\nThis is a zeal from above and it can say it all\nThis is a fever they can't take away\nThis is the sound of... the sound of... the sound of...\n\nThis is the sound of our hearts, if you listen\nThis is a zeal from above and it can say it all\nThis a fever they can't take away\nThis is the sound of... the sound of... the sound of our hearts\n\nThe sound of our hearts\nThe sound of our hearts",https://youtube.com/watch?v=sw85G2AlU2c,https://www.youtube.com/watch?v=qVXhElLlWb8,00:00:43
2012,gb,United Kingdom,Engelbert Humperdinck,Love Will Set You Free,25,,1.0,,25.0,12.0,,,,,,,Martin Terefe;Sacha Skarbek,,"So graceful and pure\nA smile bathed in light\nNo matter the distance\nA miracle of sight\n\nThough I should have known\nI could not turn away\nWhen faced with your beauty\nNo reason can stay\n\nAs you kiss him in the moonlight\nWith heavy words I say\n\nIf you love someone, follow your heart\n'Cause love comes once if you're lucky enough\nThough I'll miss you forever, the hurt will run deep\nOnly love can set you free\n\nTrust in your dreams\nRun with no fear\nAnd if you should stumble\nRemember I'm near\n\nAs a ghost I will walk\nI'll look deep in my soul\nI might find another\nYou gave me that hope\n\nSo as you kiss him in the moonlight\nWith heavy words I say\n\nIf you love someone, follow your heart\nBecause love comes once, if you're lucky enough\nThough I'll miss you forever and the hurt will run deep\nOnly love can set you free\n\nAnd if you love someone, follow your heart\n'Cause love comes once, if you're lucky enough\nThough I'll miss you forever, the hurt will run deep\nLove will set you free, yeah....",https://youtube.com/watch?v=rXw4Q5jbNqQ,https://www.youtube.com/watch?v=pFNv9pjqZkk,00:00:52
2012,no,Norway,Tooji,Stay,26,2.0,12.0,16.0,26.0,7.0,10.0,45.0,,,,,Figge Boström;Peter Boström;Tooji,,"I hear music as I walk down the street\nStart moving to the rhythm, heart is pumping the beat\nI hear the people shout out: ""Turn up the music louder""\nBetter start running if you can't stand the heat\n\nWhat's it doin' to me? I feel it settin' me free\nIt's like I'm losin' all control\nYou know it's makin' me hot and baby I don't stop\nIt's like a fire in my soul\n\nI don't know what I'm doing tonight\nBut this rush, it is making me stronger\nI don't know if it's wrong or it's right\nBut I know I want you to stay (Nana nana nana)\nStay (Nana nana nana)\n\nMy heart beats faster as I'm scanning the crowd\nMy meters are peaking, I can tell you're around\nIt's like I'm on a (high now), nothing can pull me (down now)\nSirens are calling and I can't kill the sound\n\nWhat's it doin' to me? I feel it settin' me free\nIt's like I'm losin' all control\nYou know it's makin' me hot and baby I don't stop\nIt's like a fire in my soul\n\nI don't know what I'm doing tonight\nBut this rush, it is making me stronger\nI don't know if it's wrong or it's right\nBut I know I want you to stay (Nana nana nana)\nStay (Nana nana nana)\n\nWork it, move your body, baby\nYou better (work) – nana nana nana\nYou better (work) – nana nana nana\nCome on now, work it, move your body, baby\nYou better (work) – nana nana nana\nYou better (work)\n\nI don't know what I'm doing tonight\nBut this rush, it is making me stronger\nI don't know if it's wrong or it's right\nBut I know I want you to stay\n\nI don't know what I'm doing tonight\nBut this rush, it is making me stronger\nI don't know if it's wrong or it's right\nBut I know I want you to stay (Nana nana nana)\nStay (Nana nana nana)",https://youtube.com/watch?v=-ZaxIY1VAbM,https://www.youtube.com/watch?v=qVEXghAvBko,00:00:45
2012,Bulgaria,Bulgaria,Sofi Marinova,Love Unlimited,27,2.0,,8.0,,,11.0,45.0,,,,,Krum Georgiev;Yasen Kozev,Doni Vasileva,"Dorem dem dem dej\nDorem dem dem dej\nDorem dem dem dej ja\n\nDorem dem dem dej\nDorem dem dem dej\nDorem dem dem dej ja\n\nPesenta, njama granica, ezik i cvjat\nNe poznava beden i bogat\nVsički pejat po sveta, pejat vse za ljubovta\n\nLjubovta njama granica, ezik i cvjat\nRavna e za vsički v tozi cvjat\nZa teb, za men, za tjakh\n\nSeviyorum seni, s' agapao poli\nYo te quiero a ti, volim te, mon chéri\nTeb običam, samo teb običam\nTeb običam kazvam az\n\nBut dehaftu mange, voglio bene a te\nMən səni sevirəm, ya habibi, je t'aime\nTeb običam, samo teb običam\nNjama granici za nas\n\nBolkata, njama granica, ezik i cvjat\nNe poznava beden i bogat\nPadat s'štite s'lzi štom života ni rani\n\nLjubovta njama granica, ezik i cvjat\nRavna e za vsički v tozi svjat\nZa teb, za men, za tjakh\n\nDorem dem dem dej\nDorem dem dem dej\nDorem dem dem dej ja\n\nDorem dem dem dej\nDorem dem dem dej\nDorem dem dem dej ja\n\nSeviyorum seni, s'agapao poli\nYo te quiero a ti, volim te, mon cheri\nTeb običam, samo teb običam\nTeb običam kazvam az\n\nBut dehaftu mange, voglio bene a te\nMən səni sevirəm, ya habibi, je t'aime\nTeb običam, samo teb običam\nNjama granici za nas, I love you so much\n\nDorem dem dem dej\nDorem dem dem dej\nDorem dem dem dej ja\n\nI love you so much",https://youtube.com/watch?v=WAUAETPcFBI,https://www.youtube.com/watch?v=MoQKRIK3HKU,00:00:47
2012,Switzerland,Switzerland,Sinplus,Unbreakable,28,1.0,,7.0,,,11.0,45.0,,,,,Gabriel Broggini;Ivan Broggini,,"You can do anything you want\nIt doesn't matter how hard it is\nYou can do it, you can do it\n\nSo please, don't mind, close your eyes\nTake a trip outside your head\nYou can give me more\n\nSwim against the stream\nFollowing your wildest dream, your wildest dream\nSwim against the stream\nFollowing your wildest dream, your wildest dream\nSwim against the stream\nFollowing your wildest dream, your wildest dream\n\nUnbreakable, unbreakable\nUnbreakable, unbreakable\n\nDon't stop rock, rock this place\nDon't stop tryin', try your best\nDon't stop, don't stop movin'\n\nToday without a doubt, a good vibe is in the crowd\nYou can do it, you can do it, you can do it\nUnbreakable, unbreakable\nYou can give me more\n\nSwim against the stream\nFollowing your wildest dream, your wildest dream\nSwim against the stream\nFollowing your wildest dream, your wildest dream\nSwim against the stream\nFollowing your wildest dream, your wildest dream\n\nUnbreakable\nUnbreakable\n\nSo please, don't mind, close your eyes\nTake a trip outside your head\n\nUnbreakable, unbreakable\nUnbreakable, unbreakable\nYou can give me more\n\nSwim against the stream\nFollowing your wildest dream, your wildest dream\nSwim against the stream\nFollowing your wildest dream, your wildest dream\n(You can give me more)\n\nSwim against the stream\nFollowing your wildest dream, your wildest dream\n(Unbreakable) Swim against the stream\nFollowing your wildest dream, your wildest dream\n\nUnbreakable",https://youtube.com/watch?v=lkMSptuVqHQ,https://www.youtube.com/watch?v=TPWucqna9Eg,00:00:51
2012,Croatia,Croatia,Nina Badrić,Nebo,29,2.0,,10.0,,,12.0,42.0,,,,,Nina Badrić,,"Poslušaj me kad ti kažem sve sam probala\nJoš si u mislima mojim, još te svojim osjećam\nA čujem da ljubiš i kažu mi ljudi da briga te\nJa, k'o da pameti nemam, još tebi nadam se\n\nMa sve ti nebo vrati i zapamti svaki dug\nSvatko od nas sanja a nebo određuje put\nSve ti nebo vrati, netko gore to vidi sve\nI ove moje suze na duši nosit ćeš\n\nA čujem da ljubiš i kažu mi ljudi da briga te\nJa, k'o da pameti nemam, tebi još nadam se\n\nMa sve ti nebo vrati i zapamti svaki dug\nSvatko od nas sanja a nebo određuje put\nSve ti nebo vrati, netko gore to vidi sve\nI ove moje suze na duši nosit ćeš\n\n(Sve) hej, (sve) sve...\nSve ti nebo vrati (Sve, sve)\nNeko to gore vidi sve\nO... neko to gore vidi sve\nSve... sve...\n\n(Sve ti nebo vrati) Sve ti nebo vrati\n(Netko gore to vidi sve)\n(Ove moje suze na duši nosit ćeš)\nNeko to gore vidi sve",https://youtube.com/watch?v=QzdI4yuqwzY,https://www.youtube.com/watch?v=z5_tqyCjFZ8,00:00:45
2012,Finland,Finland,Pernilla,När Jag Blundar,30,1.0,,9.0,,,12.0,41.0,,,,,Jonas Karlsson,,"Tätt intill, doften av oss två\nVända sig om, samma skjorta i blå\nDoften jag känner vore inget utan dig\n\nSom en sjö utan vatten, som en lykta utan ljus\nEtt liv utan färger – det är inte du\nNå'n man ser då man blundar, som en ängel framför\nNå'n som hjälper en att flyga då man glömt hur man gör\n\nKär utan känslor eller skratta utan ljud\nEtt liv utan färger – det är inte du\nNå'n som glömt alla bekymmer, en kvinna med mod\nNå'n som fattar vad man säger fast man talar utan ord\n\nSätt dig ner, vi håller din hand\nBerätta vem du är, vi finns för varann\nAlla minnen vore inget utan dig\n\nSom en sjö utan vatten, som en lykta utan ljus\nEtt liv utan färger – det är inte du\nNå'n man ser då man blundar, som en ängel framför\nNå'n som hjälper en att flyga då man glömt hur man gör\n\nKär utan känslor eller skratta utan ljud\nEtt liv utan färger – det är inte du\nNå'n som glömt alla bekymmer, en kvinna med mod\nNå'n som fattar vad man säger fast man talar utan ord\n\nSom en sjö utan vatten, som en lykta utan ljus\nEtt liv utan färger – det är inte du\nNå'n man ser då man blundar, som en ängel framför\nNå'n som hjälper en att flyga då man glömt hur man gör\n\nKär utan känslor eller skratta utan ljud\nEtt liv utan färger – det är inte du\nNå'n som glömt alla bekymmer, en kvinna med mod\nNå'n som fattar vad man säger fast man talar utan ord",https://youtube.com/watch?v=MRC5NzxmrAA,https://www.youtube.com/watch?v=43GWoVxRk2Y,00:00:48
2012,Portugal,Portugal,Filipa Sousa,Vida Minha,31,2.0,,6.0,,,13.0,39.0,,,,,Andrej Babić,Carlos Coelho,"Sigo as ruas da cidade\nVelha, escura, imperfeita\nCheira a beijos de saudade\nNuma praça que se enfeita\n\nHá uma criança que corre\nUma vizinha que espreita\nE em mim só segue o desejo\nDe chegar p'ra te abraçar\n\nE em mim só segue o desejo\nDe chegar p'ra te abraçar\n\nSe fosses luz, amor, ai luz do dia\nSorriso inspirador de fantasia\nSe fosses água, amor, qual água pura\nQue mata a sede à flor da ternura\n\nSe fosses luz, amor, ai luz do dia\nSorriso inspirador de fantasia\nMas entre tudo que possas ser na vida\nSó quero, meu amor, sejas vida minha\n\nE em mim só segue o desejo\nDe chegar p'ra te abraçar\n\nSe fosses luz, amor, ai luz do dia\nSorriso inspirador de fantasia\nSe fosses água, amor, qual água pura\nQue mata a sede à flor da ternura\n\nSe fosses luz, amor, ai luz do dia\nSorriso inspirador de fantasia\nMas entre tudo que possas ser na vida\nSó quero, meu amor, sejas vida minha\n\nMas entre tudo que possas ser na vida\nSó quero, meu amor, sejas vida minha",https://youtube.com/watch?v=fk5i7Hfyy3o,https://www.youtube.com/watch?v=ZJWeQl4V8h4,00:00:56
2012,Georgia,Georgia,Anri Jokhadze,I'm A Joker,32,2.0,,12.0,,,14.0,36.0,,,,,Rusudan Chkhaidze,Bibi Kvachadze,"Molodini dasruldeba\nKoveli dghe ushenod martoobistvis\nMenaneba, sheni khma menatreba\nSatqmeli yoveltvis mainc rcheba\n\nDo, do, do what you wanna\nDo, do, do what you wanna\nDo, do, do what you wanna\nDo, do, do what you wanna\n\nI'm a joker, I'm a rocker\nHold me baby, love me baby, forever, ever, ever\nI'm a shocker (you are), I'm a poker (oh yeah)\nGot no fear, got no tear baby\nNever and never\n\nI'm a talker and straight-walker\nI'm a broker, evil-blocker\nGot no fear, got no tear, baby\nNever and never\n\nI'm a slaker, trouble-breaker\nFortune-maker, care-taker\nI'm just a womanizer\nLet me be your supervisor\n\nI'm a joker, I'm a rocker\nI'm a shocker, I'm a poker\nGot no fear, got no tear, baby\nNever, never, never, never, never\n\nI'm a talker and straight-walker\nI'm a broker, evil-blocker\nGot no fear, got no tear, baby\nNever, never, baby\n\nDon't let me go\nOr my dreams could tumble down, baby\nNever, never, baby\n\nNo, no hesitation!\nNo, no fluctuation!\n\nShake your body up, and do the dance, honey\nShake your body up, ain't got no funny\nI wanna fly, ooh...\n\nOh... baby\n\nI'm a joker, I'm a rocker\nI'm a shocker, I'm a poker\nHold me baby, love me baby, never and never\nDon't let me go or my dreams could tumble down baby\nNever and never\n\nForever and ever",https://youtube.com/watch?v=xfpKnMBjdrU,https://www.youtube.com/watch?v=o1kCgD626Go,00:00:42
2012,Netherlands,Netherlands,Joan Franka,You And Me,33,2.0,,3.0,,,15.0,35.0,,,,,Jessica Hogeboom;Joan Franka,Joan Franka,"I was five, you were three\nWe were dancing in the street\nAnd you looked just like an angel\nYou looked up and saw the sky\nSaw the birds and wondered why\nThey could fly away so high\n\nIn the morning I would wake\nAnd my heart just couldn't wait\nTo play in your backyard\nIn the evening I would go\nTelling you I love you so\nAnd I couldn't wait to see you again\n\nIt's you and me and everybody out there\nAnd I can see that everybody knows\nAbout you and me, but I don't really care for it\nI can see that everybody knows about us\n\nWe grew up knowing love\nThanking God up above\nThat we could be together forever\nWe would never say goodbye\n'Cause we promised, you and I\nBut our love couldn't handle time\n\nAnd I see you walking by my house\nAnd wonder why we don't play around no more\nSuch a shame we have no time\nThey were wrong and we were right\nI still love you and in my mind\n\nIt's you and me and everybody out there\nAnd I can see that everybody knows\nAbout you and me, but I don't really care for it\nI can see that everybody knows about us\n\nSo I'm lying in bed thinking 'bout the old days\nThinking 'bout it all and how it ends sometimes\nWas it wrong or right or was I good enough?\n\nIt's you and me and everybody out there\nAnd I can see that everybody knows\nAbout you and me and everybody out there\nAnd I can see that everybody knows\nAbout you and me, but I don't really care for it\nI can see that everybody knows about us",https://youtube.com/watch?v=JCc0Iiu3DiU,https://www.youtube.com/watch?v=1QmmXELJeb0,00:00:55
2012,Belarus,Belarus,Litesound,We Are The Heroes,34,2.0,,5.0,,,16.0,35.0,,,,,Dmitriy Karyakin;Vladimir Karyakin,,"When the night is falling from the sky\nJust keep driving on a highway\nWhen the world is deaf to all your cries\nJust keep going, you'll be there someday\n\nYou're not alone, we're against them all\nHold on to me, I'll never let you fall\nEven if someday all hope is gone\nI will not give up\n\nWhatever's standing in my way, we'll make it through the day\n'Cause we are the winners, we are the heroes\nWe're breaking down the walls, we're gonna hit them all\n'Cause we are believers, we are the dreamers\n\nNo matter what they say, no matter what they do\nI'll make it alright, I'll make it for you\nWe're breaking down the walls\nWe are the heroes\n\nAs I stand beneath the starry sky\nI just lose faith in gravity\nAnd it feels like I can learn to fly\nBring to life all my fantasies\n\nYou're not alone, we're against them all\nHold on to me, I'll never let you fall\nEven if someday all hope is gone\nI will not give up\n\nWhatever's standing in my way, we'll make it through the day\n'Cause we are the winners, we are the heroes\nWe're breaking down the walls, we're gonna hit them all\n'Cause we are believers, we are the dreamers\n\nNo matter what they say, no matter what they do\nI'll make it alright, I'll make it for you\nWe're breaking down the walls\nWe are the heroes, we are the heroes\n\nWhatever's standing in my way, we'll make it through the day\n'Cause we are the winners, we are the heroes\nWe're breaking down the walls, we're gonna hit them all\n'Cause we are believers, we are the dreamers\n\nNo matter what they say, no matter what they do\nI'll make it alright, I'll make it for you\nWe're breaking down the walls\nWe are the heroes",https://youtube.com/watch?v=-JWbOKNaIAo,https://www.youtube.com/watch?v=LbUSs1BCiKY,00:00:47
2012,Israel,Israel,Izabo,Time,35,1.0,,10.0,,,13.0,33.0,,,,,Ran Shem Tov;Shiri Hadar,,"Time, time, don't let me down\nYou're the man in my playground\nWhat you say I will obey night and day\n\nFeel free to turn me on\nFeel free to change my song\nI will count and you will go on sing my song\n\nI say\n(Zman-man, ten li rak siman man, ten li et hazman)\n(Lama lokhets alay? Tishan)\nYou got to give me more time\n(Zman-man, lama lo tishan-shan? Tagid li kama zman)\n(Lama lihyot shakhor lavan?)\n\nTime, time, could you be mine?\nI will feed you songs and wine\nI'll make you lazy, I'll make you late\nWait, wait, wait\n\nWait, wait, we two are one\nBut you always take the lead\nI lay down and you just run\nMind your speed\n\nI say\n(Zman-man, ten li rak siman man, ten li et hazman)\n(Lama lokhets alay? Tishan)\nYou got to give me more time)\n(Zman-man, lama lo tishan-shan? Tagid li kama zman)\nGimme, gimme, gimme, gimme time\n(Lama lihyot shakhor lavan?)\nYou don't know what we talk about\n\n(Zman... zman...)\n\n(Zman-man, ten li rak siman man, ten li et hazman)\n(Lama lihyot shakhor lavan?)\n\nTime, time, don't let me down",https://youtube.com/watch?v=-uy4ggnLzKI,https://www.youtube.com/watch?v=lWMH6ID6Enc,00:00:45
2012,San Marino,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),36,1.0,,11.0,,,14.0,31.0,,,,,Ralph Siegel,José Juan Santana Rodriguez;Timothy Touchton,"Ooh... ooh... (I like)\n\nAre you ready for a little chat and a song about the Internet?\nIt's a story 'bout a social door you've never seen before\nIf you wanna be seen by everyone\nWanna be in the dream and have some fun\nIf you wanna be on the hook, simply take a look\n\nOh oh, ooh oh oh...\nEverybody loves you so\nOoh ooh, ooh oh oh...\nEverybody lets you know\n\nDo you wanna be more than just a friend?\nDo you wanna play cybersex again?\nIf you wanna come to my house\nThen click me with your mouse\n\nHello, ooh oh oh...\nNever gonna let you go\n\nYou're loggin' in, then it begins\nAnd your computer is waking you, taking your time away\nThe scene is right for social light\nYou're on the Internet, anywhere, anytime, night and day\n\nOh oh, ooh oh oh... (I like)\nEverybody loves you so\nOoh ooh, ooh oh oh... (Mi piace)\nNever gonna let you go\n\nSo you wanna make love with me?\nAm I really your cup of tea?\nAre you really the one that's you and am I really me?\n\nOh oh, ooh oh oh... (I like)\nEverybody loves you so\nSocial network, oh... (Mi piace)\nNever gonna let you go\n\nYou're loggin' in with just a friend\nBut soon the Internet's beeping and peeping around the bend\nWe used to greet friends on the street\nBut now it's googling, giggling, gaggling when we meet\n\nBeep beep, ooh oh oh...\nHow about a little chat?\nOh oh, network fans...\nMeet you on the Internet!\n\nDo you really like politics? Wanna talk about dirty tricks?\nAre you really a sex machine or just some beauty queen?\nEverybody is better than before\nEverybody is calling out for more\nEverybody in cyberville is knocking on your door\n\nBeep beep, ooh oh oh...  (I like)\nEverybody does a show\nOoh ooh, ooh oh oh... (Mi piace)\nIf you like it, click and go\n\nNow you know it is easy loggin' in\nFor a little more fun and cyber sin\nWanna know what the net's about?\nThe hard part's loggin' out?\n\nOoh ooh, ooh oh oh... now I've got a million friends\nGoodbye network fans, this is how the story ends\nOoh ooh (Beep beep)",https://youtube.com/watch?v=y7IoR_5HPQ0,https://www.youtube.com/watch?v=PqwBh9hq9PE,00:00:50
2012,Slovenia,Slovenia,Eva Boto,Verjamem,37,2.0,,9.0,,,17.0,31.0,,,,,Hari Mata Hari;Vladimir Graić,Igor Pirković,"Ah... ah... ah...\nHrepenim iz globin, čez nebo rišem sonce\nPreko sanj le zanj mečem luč v njegove sence\nKi slovo jemljejo, brez spomina z luknjami\nKot med dlanmi da odteče pesek časa\n\nVerjamem, da znova ujela se bova\nIn včeraj za zmeraj se vrne z reko luči\nŠe pesem našla si pot bo do rim če grem za njim\n\nAh... ah... ah... ah...\n\nČutim da grem do dna, nemi glas poje v molu\nVendar pa zavel mi ne bo veter belih zastav\n\nVerjamem, da znova ujela se bova\nIn včeraj za zmeraj se vrne z reko luči\nNov dan lačen je sonca in nezlagan\n\nUh... (Ker jaz ne predam se pred koncem)\n(Ker jaz ne predam se pred koncem)\nKer jaz se ne predam pred koncem\nJaz preživim le na svoj način\nDa hrepenim, ha... (Ker jaz ne predam se pred koncem)",https://youtube.com/watch?v=jEHNRKnrWiU,https://www.youtube.com/watch?v=SUrkusKotaA,00:00:53
2012,Slovakia,Slovakia,Max Jason Mai,Don't Close Your Eyes,38,2.0,,15.0,,,18.0,22.0,,,,,Miroslav Šmajda,,"(God save me)\n\nHey, where is the way to heaven's hell\nThat's what I ask when I feel broken\n\nLook around what's happening abounds\nAnd listen to the frequency of a sound\nOf the beat, of a heartbeat, of your death beat\n\nDon't close your eyes\nAnd pray all the night\nTry to call all angels\nTo save our lives\n\nHow do you feel now?\nAfter all fails in love\nEmbraced by devil's arms\n\nLook around what's happening abounds\nAnd listen to the frequency of a sound\nOf the beat, of a heartbeat, of your death beat\n\nDon't close your eyes\nAnd pray all the night\nTry to call all angels\nTo save our lives\n\nLet me get out of here\nLet me get out of here\nLet me get out of here\nLet me get out of here\n\nSave me\n\nDon't close your eyes (Stay awake)\nAnd pray all the night (Say your prayer now)\nTry to call all angels (Angels above)\nTo save our lives (Save our lives)\n\nDon't close your eyes (Don't close your eyes)\nTo save our lives",https://youtube.com/watch?v=OTXz60794lI,https://youtube.com/watch?v=z2_7YdLk1Tc,00:00:46
2012,Montenegro,Montenegro,Rambo Amadeus,Euro Neuro,39,1.0,,1.0,,,15.0,20.0,,,,,Magnifico,Rambo Amadeus,"Euro sceptic, analphabetic\nTry not to be hermetic, ha ha ha...\n\nEuro neuro\nDon't be sceptic, hermetic, pathetic, analphabetic\nForget old cosmetic, you need new poetic, esthetic, eclectic, dialectic\n\nEuro neuro\nDon't be dogmatic, bureaucratic, you need to become pragmatic\nTo stop change climatic, automatic\nNeed contribution from the institution to find solution for pollution\nTo save the children of the evolution\n\nEuro neuro (Euro neuro)\nEuro neuro – monetary break dance\nEuro neuro (Euro neuro)\nEuro neuro – give me chance to refinance\n\nBlaue Grotte Ausflug do Žanjica\nHeute habe obotnica\n\nEuro neuro\nI don't like snobism, nationalism, puritanism, I am different organism\nMy heroism is pacifism, altruism, I enjoy bicyclism\nLiberalism, tourism, nudism, optimism\nIt is good for reumatism\n\nEuro neuro (Euro neuro)\nEuro neuro  – give me chance to refinance\n\nEuro neuro\nI got no ambition for high position, in competition with air condition\nDifferent mission, different school, I got only one rule\nAlways stay cool, like a swimming pool\n\nEuro neuro (Euro neuro)\nEuro neuro – monetary break dance\nEuro neuro (Euro neuro)\nEuro neuro – give me chance to refinance\n\nEuro neuro (Euro neuro)\nEuro neuro\nEuro neuro (Euro neuro)\nEuro neuro – give me chance to refinance\n\nEuro neuro (Euro neuro)\nEuro neuro – monetary break dance\nEuro neuro (Euro neuro)\nEuro neuro – give me chance to refinance",https://youtube.com/watch?v=JHnqF5PLP2w,https://www.youtube.com/watch?v=D6S-FNLv2jQ,00:01:04
2012,Latvia,Latvia,Anmary,Beautiful Song,40,1.0,,4.0,,,16.0,17.0,,,,,Ivars Makstnieks,Rolans Ūdris,"I was born in distant nineteen-eighty\nThe year that Irish Johnny Logan won\nThirty years or more, they still remember\nSo dream away, today's the day, I'm singing my song\n\nWhen I join this grand parade of winners\nAnd we've made this song a worldwide hit\nI will buy oh my own mike to sing in\nAnd all the jobs I've had before I'm surely gonna quit\n\nBeautiful song is on the radio, is in the TV shows and plays on and on\nBeautiful song that everybody hums and everybody loves\nBeautiful song is on the radio, is in the TV shows and plays on and on\nBeautiful song that everybody hums and everybody loves\n\nMy mamma said to grow and be a singer\nDad just smiled and gave me my guitar\nI did my best and I'll be so much better\nBrightest of the highest and the farthest of the stars\n\nAnd on the day when Sir Mick Jagger phones me\nTell him please that I am very busy\nWriting brand new songs with Paul McCartney\n""So sorry, Mick, I'll call you back, one day I'll call you back""\n\nBeautiful song is on the radio, is in the TV shows and plays on and on\nBeautiful song that everybody hums and everybody loves\nBeautiful song is on the radio, is in the TV shows and plays on and on\nBeautiful song that everybody hums and everybody loves\n\nBeautiful song is on the radio, is in the TV shows\nBeautiful song that everybody hums and everybody loves\n\nBeautiful song is on the radio, is in the TV shows and plays on and on\nBeautiful song that everybody hums and everybody loves\n(Beautiful song is on the radio, is in the TV shows and plays on and on)\nBeautiful song that everybody hums and everybody loves",https://youtube.com/watch?v=KAxYfMFE_94,https://www.youtube.com/watch?v=BeXo4HzpmuU,00:00:59
2012,Belgium,Belgium,Iris,Would You?,41,1.0,,8.0,,,17.0,16.0,,,,,Jean Bosco Safari;Nina Sampermans;Walter Mannaerts,,"Come and find me, I've been hiding from you\nCome and get me, running from you\nIt's been easy, easy for you\nTo believe me when I say I love you\n\nBut what would you do when my house was empty?\nMy life in a bag and away from you\nYou took my love for granted, would you really miss me?\nAny other guy would do, but would you?\n\nIt's a secret and a question for you\nWhere I'm at now, what are you gonna do?\nIf you run here and look for me now\nAre we done here or starting somehow?\n\nBut what would you do when my house was empty?\nMy life in a bag and away from you\nYou took my love for granted, would you really miss me?\nAny other guy would do, but would you?\nWould you?\n\nIt's a two-way street and I know that\nBut don't look back\nStill I wonder, still I wonder\n\nWhat would you do when my house was empty?\nMy life in a bag just to be with you\nBut when I'm at your door, will you say you missed me?\nAny other guy would do\nYeah, any other guy would do, but would you?\n\nWould you? Oh, would you?\nI love you",https://youtube.com/watch?v=7Z_5s5gnrCM,https://www.youtube.com/watch?v=5pGWkV7y6As,00:00:44
